id,destination_id,titre,description,prix,prix_public,duree,langues,inclusions,categorie,profil_cible,horaires,conditions_annulation
62040,1138,Excursion d'une journée à Alexandrie depuis le Caire,,128.14,149,10 heures,Anglais,,,general,,
53882,1138,Caire : Circuit de 3 jours,,134.16,156,72 heures,Anglais,,,general,,
53872,1138,Caire et à Alexandrie : circuit de 3 jours au départ du Caire,,142.76,166,72 heures,Français|Anglais,,,general,,
62039,1138,Visite unique au GEM et à l'intérieur de la grande pyramide de Gizeh,,202.10,235,6 heures à 7 heures,Français|Anglais,,,general,,
71477,1138,Visite VIP: Pyramides de Gizeh & Sphinx & Grandes Pyramides Entrée,,202.10,235,4 heures à 6 heures,Français|Anglais,,,general,,
62082,1138,Excursion d'une journée à El Amarna et El Minya au départ du Caire,,208.98,243,9 heures,Français|Anglais,,,general,,
62025,1138,Incroyable excursion d'une journée à Louxor depuis le Caire en avion,,494.50,575,11 heures à 13 heures,Français|Anglais|Audio|Écrit,,,general,,
71790,651,Lacs andines traversant PTV à BRC,,0,0,12 heures,,,,general,,
51574,651,Orongo & Rano Kau Half Day Tour,,52.46,61,3 heures 30 minutes,,,,general,,
51566,651,Ahu Akivi Mini Island : visite d'une demi-journée,,52.46,61,3 heures 30 minutes,,,,general,,
69655,651,Lever du soleil à Tongariki sur l'île de Pâques Rapa Nui,,109.22,127,3 heures 30 minutes,Anglais,,,general,,
69506,651,Excursion d'une journée complète - RÊVE,,110.94,129,8 heures à 9 heures,Anglais,,,general,,
51572,651,Full Day Anakena Island Tour,,115.24,134,8 heures,,,,general,,
49192,651,Ile de Pâques : excursion privée d’une journée,,218.44,254,7 heures,Anglais,,,solo,,
69505,651,Deux jours de visite d'une journée complète à Rapa Nui + lever du soleil à Tongariki,,231.34,269,72 heures,Anglais,,,general,,
69511,651,Rano Kau et Orongo : visite privée d'une demi-journée,,231.34,269,3 heures,Anglais,,,solo,,
69652,651,T2-Les IMMANQUABLES de l'Île de Pâques,,233.92,272,8 heures,Français|Anglais,,,general,,
51571,651,"Île de Pâques : excursion à Ahu Akivi, Orongo et la plage d’Anakena",,238.22,277,14 heures,,,,general,,
69507,651,Visite privée : points forts de l'île de Pâques d'une journée,,243.38,283,6 heures,Français|Anglais,,,solo,,
69508,651,Visite privée: sites archéologiques d'une journée sur l'île de Pâques,,249.40,290,7 heures,Français|Anglais,,,solo,,
49193,651,Ile de Pâques : visite d’une journée du sud et de l’est de l’ile,,267.46,311,6 heures 30 minutes,Anglais,,,general,,
69509,651,Mystères et Légendes : Compléter le Voyage de Rapa Nui en 3 Tours,,274.34,319,72 heures,Anglais,,,general,,
69513,651,Rapanui Origins: Visite privée d'une journée,,276.92,322,7 heures 30 minutes,Anglais,,,solo,,
69510,651,T1-Découvrez L'ÎLE DE PÂQUES et ses réalisations architecturales,,313.04,364,9 heures à 10 heures,Français|Anglais,,,general,,
69512,651,Moai Rise and Fall: visite privée d'une journée complète,,323.36,376,5 heures à 8 heures,Anglais,,,solo,,
51082,9693,Istanbul : croisière sur le Bosphore avec un billet de téléphérique,,39.56,46,3 heures 30 minutes,Anglais,,,couple,,
53513,9693,Istanbul : dîner-croisière avec spectacle et table privée,,32.68,38,2 heures 30 minutes,,,,couple,,
51070,9693,"Istanbul : tour guidé classique de la ville, visite matinale",,80.84,94,3 heures,Anglais,,,general,,
13249,9693,Istanbul et palais Dolmabahce : visite avec croisière sur le Bosphore,,130.72,152,8 heures,Français|Anglais,,,couple,,
51076,9693,Istanbul : visite d'une journée des reliques byzantines et ottomanes,,164.26,191,8 heures,Anglais,,,general,,
54113,9693,Excursion privée d'une demi-journée de l'empire byzantin,,84.28,98,4 heures à 6 heures,Français|Anglais,,,solo,,
70317,9693,Sainte-Sophie : billet d'entrée à la mosquée,,0,0,,Audio|Français|Anglais,,,general,,
71286,9693,La citerne de la basilique à Istanbul : billet coupe-file,,0,0,,,,,general,,
14774,9693,Istanbul : excursion à la Corne d'Or et au parc Miniatürk,,40.42,47,3 heures,Français|Anglais,,,general,,
72684,9693,Palais de Topkapi et Musée du Harem : Billet coupe coupe-file + audioguide,,67.94,83,,,,,general,,
51092,9693,Visite du Palais de Dolmabahçe avec Croisière sur le Bosphore,,116.96,136,8 heures,Français|Anglais,,,couple,,
53285,9693,Une journée dans les îles des Princes,,45.58,53,8 heures,Français|Anglais,,,general,,
51094,9693,Îles des princes : excursion d'une journée au départ d'Istanbul,,64.50,75,8 heures,Français|Anglais,,,general,,
53517,9693,Visite des reliques ottomanes et byzantines avec déjeuner,,0,0,9 heures,Anglais,,,general,,
54110,9693,Visite privée d'une journée de la vieille ville d'Istanbul,,0,0,4 heures à 7 heures,Anglais,,,solo,,
51081,9693,Istanbul : visite de la ville avec croisière sur le Bosphore,,40.42,47,3 heures,Français|Anglais,,,couple,,
17290,9693,Istanbul : excursion sur le Bosphore et visite de la Corne d'Or,,40.42,47,3 heures 30 minutes,Français|Anglais,,,general,,
56091,9693,"Istanbul: bain turc privé, massage, sauna et piscine",,45.58,53,2 heures 30 minutes,Anglais,,,solo,,
14487,9693,Istanbul : excursion au Palais de Dolmabahçe,,75.68,88,3 heures,Anglais,,,general,,
19248,9693,Istanbul : croisière sur le Bosphore et le bazar égyptien,,79.12,92,3 heures,Anglais,,,couple,,
70275,9693,"Le meilleur d'Istanbul : Visite guidée privée d’une journée, de 2 jours ou de 3 jours",,88.58,103,7 heures à 21 heures,Français|Anglais,,,solo,,
25874,9693,Istanbul : visite privée,,89.44,104,8 heures,Anglais,,,solo,,
51087,9693,Palais de Dolmabahce et deux continents : excursion guidée,,91.16,106,3 heures,Français|Anglais,,,general,,
21976,9693,Pass touristique d'Istanbul : attractions et transfert aéroport,,114.38,133,24 heures à 168 heures,Anglais,,,general,,
56088,9693,Soirée gastronomie et culture - Dîner au dessert asiatique en Europe,,115.24,134,3 heures,Anglais,,,general,,
14097,9693,Istanbul : visite de la ville,,150.50,175,8 heures,Anglais,,,general,,
54112,9693,Visite privée de l'île des Princes au départ d'Istanbul,,396.46,461,7 heures,Français|Anglais,,,solo,,
71741,9693,Visite privée personnalisée d'Istanbul Guide et véhicule autorisés,,523.74,609,8 heures à 9 heures,Français|Anglais,,,solo,,
53574,9693,Istanbul : visite du palais de Dolmabahçe,,0,0,4 heures,Anglais,,,general,,
53573,9693,Visite classique d'une demi-journée à Istanbul,,0,0,4 heures 1 minutes,,,,general,,
53516,9693,Croisière sur le Bosphore avec visite du palais Dolmabahce,,0,0,8 heures,Anglais,,,couple,,
73413,9693,Istanbul : Croisière touristique sur le Bosphore avec audioguide,,9.46,12,02:00,Français|Anglais,,,couple,,
53580,9693,Visite d'une journée au lac Sapanca et Masukiye depuis Istanbul,,21.50,25,12 heures,Anglais,,,general,,
53524,9693,Istanbul : Tour des îles des princes,,23.22,27,9 heures,Anglais,,,general,,
72119,9693,Visite à pied des mosquées d'Istanbul : Sainte-Sophie et la Mosquée bleue,,25.80,30,4 heures,,,,general,,
24466,9693,Hodjapasha Istanbul : derviches tourneurs,,28.38,33,1 heure,Écrit|Français|Anglais,,,general,,
53577,9693,"Istanbul : croisière sur le Bosphore, visite en bus et téléphérique",,30.96,36,4 heures,Anglais,,,couple,,
70564,9693,Visite guidée l'après midi : Istanbul Classics Eco,,36.12,42,3 heures,,,,general,,
70566,9693,Visite guidée le matin : Istanbul Classics Eco,,36.12,42,4 heures,,,,general,,
70730,9693,"Istanbul : expérience de bain turc, spa et massage à Taksim.",,36.12,42,,,,,general,,
73642,9693,Visite privée des sites ottomans et byzantins d'Istanbul,,43.86,51,6 heures à 8 heures,,,,solo,,
72685,9693,Tour de Galata : Billet d'entrée + Audioguide,,52,52,,,,,general,,
70581,9693,Istanbul : Visite guidée d'Ottoman Relics,,44.72,52,3 heures,,,,general,,
72686,9693,Palais de Dolmabahçe : Billet coupe-file + Audioguide,,50.74,62,02:00,,,,general,,
70729,9693,Istanbul : Hammam Cemberlitas dans la vieille ville,,55.90,65,,,,,general,,
53575,9693,Visite de la veille ville d'Istanbul,,57.62,67,4 heures,Anglais,,,general,,
56092,9693,Bain turc traditionnel à Istanbul,,59.34,69,1 heure,Anglais,,,general,,
22635,9693,Istanbul : tour du patrimoine byzantin et ottoman,,61.92,72,8 heures,Anglais,,,general,,
70588,9693,Visite shopping d'Istanbul,,67.08,78,4 heures,,,,general,,
51099,9693,Corne d'Or d'Istanbul : visite guidée,,68.80,80,3 heures,Anglais,,,general,,
71497,9693,Istanbul : dîner croisière sur le Bosphore avec animation,,72.24,84,"2,5h",,,,couple,,
22159,9693,Grand Bazar et Bazar égyptien : tour shopping,,75.68,88,4 heures,Anglais,,,general,,
70567,9693,Istanbul Combo,,80.84,94,7 heures,Anglais,,,general,,
70577,9693,Visite de la Bursa verte,,82.56,96,13 heures,,,,general,,
53514,9693,Excursion d'une journée à Bursa avec téléphérique et déjeuner,,87.72,102,15 heures,Anglais,,,general,,
73785,9693,Excursion sur la côte d'Istanbul : visite privée à succès d'Istanbul,,87.72,102,7 heures 15 minutes,,,,solo,,
53578,9693,Visite combinée d'Istanbul : la vieille ville avec croisière,,95.46,111,9 heures,Anglais,,,couple,,
63153,9693,Excursion à la ville antique d'Éphèse et musée archéologique de Selcuk,,95.46,111,7 heures à 15 heures,Anglais,,,general,,
18290,9693,Istanbul : croisière dans le détroit du Bosphore et la mer Noire,,99.76,116,5 heures,Anglais,,,couple,,
53276,9693,Istanbul Daily Sapphire Combo,,102.34,119,8 heures,Français,,,general,,
53274,9693,Istanbul Gold Combo : visite de la ville avec croisière,,102.34,119,8 heures,Français,,,couple,,
16787,9693,Istanbul : spectacle de derviches tourneurs,,104.92,122,1 heure,,,,general,,
73944,9693,Topkapi Palace et musée Harem Billet avec audioguide,,104.92,122,3 heures à 4 heures,,,,general,,
70589,9693,Billet coupe-file Hagia Sophia et Grand Bazar,,107.50,125,4 heures,,,,general,,
63146,9693,"Visite privée d'Ephèse depuis / vers Kusadasi, Istanbul et Bodrum",,118.68,138,7 heures à 16 heures,Anglais,,,solo,,
73943,9693,Visite du palais de Topkapi et du Harem (petit groupe et entrée rapide),,125.56,146,3 heures,,,,groupe,,
53515,9693,Visite des palais d'Istanbul : palais Dolmabahce Topkapi,,126.42,147,9 heures,Anglais,,,general,,
53277,9693,Istanbul Daily Silver Combo,,136.74,159,8 heures,Anglais,,,general,,
53275,9693,Istanbul Daily Platium Combo,,136.74,159,8 heures,Français,,,general,,
72320,9693,Merveilles byzantines et ottomanes d'une demi-journée,,140.18,163,1 heure à 4 heures,,,,general,,
63807,9693,Visite des piscines thermales de Pamukkale ville antique de Hiérapolis,,149.64,174,7 heures à 16 heures,Anglais,,,general,,
74492,9693,Istanbul : visite privée à pied avec un guide,,150.50,175,2 heures,,,,solo,,
22183,9693,Topkapi : entrée coupe-file avec Süleymaniye et atelier de céramique,,150.50,175,4 heures,Anglais,,,general,,
53287,9693,Croisière au coucher du soleil sur le Bosphore,,164.26,191,1 heure 30 minutes,,,,couple,,
72536,9693,"Visite guidée privée les incontournables d’Istanbul (1, 2 ou 3 jours)",,173.72,202,72 heures,,,,solo,,
70561,9693,Billet coupe-file pour le palais de Topkapi et la mosquée Süleymaniye,,178.88,208,4 heures,Anglais,,,general,,
25701,9693,Istanbul : balade Orient Express,,180.60,210,3 heures 20 minutes à 4 heures 10 minutes,Anglais,,,general,,
53278,9693,Treasures of Istanbul,,182.32,212,8 heures,Anglais,,,general,,
74491,9693,Visite d'Istanbul avec guide privé,,190.92,222,6 heures,Français|Anglais,,,solo,,
73786,9693,Istanbul Shore Excursion,,199.52,232,6 heures,,,,general,,
17262,9693,Gallipoli : excursion d'une journée au départ d'Istanbul,,199.52,232,14 heures,Anglais,,,general,,
18514,9693,Beyoglu : excursion culinaire à pied la nuit,,200.38,233,3 heures 30 minutes,Anglais,,,general,,
19969,9693,Kadikoy : promenade culinaire avec petit-déjeuner,,200.38,233,5 heures 30 minutes,Anglais,,,general,,
16307,9693,Istanbul : excursion sur le café turc avec cours de préparation,,200.38,233,3 heures à 4 heures,Anglais,,,general,,
16271,9693,Bosphore : croisière romantique au coucher du soleil,,200.38,233,1 heure,Écrit|Anglais,,,couple,,
72321,9693,Visite privée de l'histoire de l'empire byzantin à Istanbul,,212.42,247,2 heures à 4 heures,,,,solo,,
19661,9693,Grand Bazar d'Istanbul : sortie shopping en petit groupe,,221.02,257,3 heures à 4 heures,Anglais,,,groupe,,
16492,9693,"Salt Galata, rue Istiklal et musée d'art moderne : visite guidée",,226.18,263,3 heures 20 minutes à 4 heures 10 minutes,Anglais,,,general,,
70563,9693,Excursion quotidienne à Gallipoli et Anzac au départ d'Istanbul,,227.90,265,16 heures,,,,general,,
70578,9693,Visite d'une demie journée du patrimoine juif d'Istanbul,,233.06,271,3 heures - demi-journée,,,,general,,
73788,9693,Visite privée de la vieille ville d'Istanbul avec guide professionnel et transfert,,235.64,274,1 heure à 8 heures,,,,solo,,
13664,9693,Istanbul : visite gastronomique,,239.08,278,4 heures,Anglais,,,general,,
72965,9693,Réveillon sur le Bosphore : dîner-croisière à Istanbul,,240.80,280,4 heures à 5 heures,,,,couple,,
54114,9693,Visite privée d'une journée des sites de l'empire byzantin à Istanbul,,250.26,291,8 heures,Français|Anglais,,,solo,,
54115,9693,Croisière privée et personnalisable :dîner ou déjeuner sur le Bosphore,,250.26,291,2 heures à 3 heures,,,,couple,,
72963,9693,Nouvel An sur le Bosphore à Istanbul,,292,292,5 heures,,,,general,,
18658,9693,Istanbul : croisière sur le Bosphore et la Corne d'Or,,251.12,292,4 heures,Anglais,,,couple,,
19738,9693,Aquarium d'Istanbul et Aqua Florya : visite et sortie shopping,,251.12,292,4 heures 30 minutes,Anglais,,,general,,
73787,9693,Visite privée d'une demi-journée à Istanbul,,254.56,296,4 heures,,,,solo,,
72966,9693,Réveillon au Bosphore : croisière avec dîner à Istanbul,,260.58,303,4 heures à 5 heures,,,,couple,,
72968,9693,Nouvel An 2026 : dîner et croisière sur le Bosphore,,260.58,303,4 heures à 5 heures,,,,couple,,
72316,9693,Istanbul : visite culinaire à Pera,,268.32,312,3h,Anglais,,,general,,
72319,9693,Istanbul : visite gastronomique à Kadiköy,,268.32,312,4h,Anglais,,,general,,
70568,9693,Visite d'une journée du patrimoine juif d'Istanbul,,277.78,323,6 heures,,,,general,,
52416,9693,Montgolfière en Cappadoce,,313.04,364,1 heure,Anglais,,,general,,
72539,9693,Excursion de 2 jours à Istanbul avec guide privé,,336.26,391,48 heures,,,,solo,,
24523,9693,Gallipoli-Troie : excursion depuis Istanbul pour 2 jours et 1 nuit,,339.70,395,48 heures,Anglais,,,general,,
72967,9693,Croisière spéciale Saint-Sylvestre avec dîner et spectacle à Istanbul,,341.42,397,4 heures,,,,couple,,
72537,9693,"Découverte privée d’Istanbul : les sites emblématiques en 1, 2 ou 3 jours",,348.30,405,72 heures,,,,solo,,
72538,9693,Excursion à terre à Istanbul visite guidée privée de 1 ou 2 jours avec véhicule privatif,,350.88,408,48 heures,,,,solo,,
25652,9693,Istanbul du côté asiatique : visite avec déjeuner à Uskudar et Kadikoy,,350.88,408,8 heures,Anglais,,,general,,
14622,9693,"Mosquée bleue, palais de Topkapi et Grand Bazar : visite à pied",,375.82,437,7 heures 30 minutes à 8 heures 20 minutes,Anglais,,,general,,
72540,9693,Visite privée de 2 jours en Cappadoce au départ d'Istanbul avec vol inclus,,393.02,457,48 heures,,,,solo,,
32595,9693,Éphèse : excursion d'une journée au départ d'Istanbul par avion,,519.44,604,6 heures,Français|Anglais,,,general,,
23836,9693,Éphèse et maison de la Vierge Marie : excursion privée depuis Istanbul,,524.60,610,12 heures,Anglais,,,solo,,
72307,9693,Escapade magique en Cappadoce : voyage de 2 jours avec vol en montgolfière optionnel,,524.60,610,48 heures,,,,general,,
72311,9693,Merveilles de Cappadoce : 2 jours de découverte avec option vol en montgolfière,,524.60,610,48 heures,,,,general,,
70580,9693,Fête du Nouvel An sur le Bosphore,,536.64,624,5 heures,Audio|Anglais,,,general,,
17959,9693,Istanbul : croisière sur le Bosphore et visite du palais Dolmabahçe,,551.26,641,8 heures,Anglais,,,couple,,
72306,9693,Cappadoce en rêve : excursion de 2 jours au départ d'Istanbul avec vol en montgolfière,,600.28,698,48 heures,,,,general,,
70562,9693,Visite d'une journée de l'ancienne Pergame en bus au départ d'Istanbul,,638.12,742,,,,,general,,
25663,9693,Istanbul impériale : visite en petit groupe avec déjeuner,,651.88,758,6 heures 40 minutes à 7 heures 30 minutes,Anglais,,,groupe,,
72308,9693,Splendeur de la Cappadoce : forfait de 3 jours avec vol en montgolfière optionnel,,680.26,791,72 heures,,,,general,,
53837,9693,Circuit privé de 2 jours en Cappadoce depuis Istanbul,,791.20,920,48 heures,Français|Anglais,,,solo,,
72310,9693,Séjour en Cappadoce : 2 jours 1 nuit avec vol en montgolfière et avion inclus,,801.52,932,48 heures,,,,general,,
23521,9693,"Istanbul, Ephèse et Pamukkale : circuit de cinq jours",,890.10,1035,120 heures,Anglais,,,general,,
21268,9693,Cappadoce : excursion de 4 nuits au départ d'Istanbul,,1157.56,1346,120 heures,Anglais,,,general,,
32956,9693,Turquie occidentale : circuit privé de 5 jours au départ d'Istanbul,,1326.98,1543,120 heures,Anglais,,,solo,,
33291,9693,Turquie : tour privé de 5 jours au départ d'Istanbul,,1354.50,1575,120 heures,Français|Anglais,,,solo,,
70579,9693,"Visite du Nemrut, Trône des Dieux & Haute Mésopotamie",,1823.20,2120,2 jours,,,,general,,
34538,9693,Turquie : circuit privé de 10 jours,,3974.06,4621,240 heures,Anglais,,,solo,,
54247,1138,"Mosquée d'Albâtre, Sultan Hassan, Khan el-Khalili : visite privée",,64.50,75,3 heures,,,,solo,,
54244,1138,"Caire copte, Eglise suspendue, Abu Serga, Ben Ezra : visite privée",,93.74,109,3 heures,,,,solo,,
54250,1138,Memphis et Saqqarah : visite privée,,92.02,107,3 heures,,,,solo,,
54252,1138,"Pyramides, Sphinx, Musée égyptien et Khan el-Khalili : visite privée",,116.96,136,6 heures,,,,solo,,
54237,1138,Musée égyptien du Caire : visite guidée privée,,56.76,66,3 heures,,,,solo,,
54871,1138,"Pyramides de Gizeh, Sphinx, Memphis et Dahchour : excursion privée",,134.16,156,6 heures,,,,solo,,
31410,1138,"Pyramides de Gizeh, Memphis et Saqqarah : visite privée",,65.36,76,8 heures,Français|Anglais,,,solo,,
30580,1138,Pyramides de Gizeh et du Sphinx : tour d'une journée avec déjeuner,,41.28,48,3 heures à 4 heures,Anglais|Audio,,,general,,
53943,1138,"Excursion au musée égyptien, vieux Caire et bazar Khan El Khalili",,99.76,116,5 heures,Français|Anglais,,,general,,
54035,1138,Promenade en felouque sur le Nil au Caire,,8.60,10,2 heures,Anglais|Audio,,,general,,
58214,1138,Excursion d'une heure en felouque sur le Nil,,21.50,25,2 heures,Anglais|Audio,,,general,,
72833,1138,Grand musée du Caire : Visite guidée privée,,100.62,117,3 heures,,,,solo,,
73522,1138,Visite guidée privée des Pyramides de Gizeh et visite du grand musée égyptien,,129.86,151,6 heures,Français|Anglais,,,solo,,
58216,1138,Du Caire : excursion d'une journée à Alexandrie,,139.32,162,10 heures à 11 heures,Français|Anglais,,,general,,
73696,1138,"Visite privée d'une journée des pyramides de Gizeh, des pyramides de Memphis et de Sakkara",,31.82,37,7 heures à 9 heures,Français|Anglais,,,solo,,
53852,1138,"Visite guidée privée de Sakkara, Memphis et Dahchour avec déjeuner",,87.72,102,6 heures,Français|Anglais,,,solo,,
74360,1138,"Visite d'une journée des pyramides de Gizeh, du grand musée égyptien et du bazar",,8.60,10,6 heures à 8 heures,Français|Anglais,,,general,,
30581,1138,"Musée égyptien, Vieux Caire et souk Khan : excursion d'une journée",,12.90,15,8 heures,Anglais|Audio,,,general,,
47277,1138,Saqqarah : excursion privée d’une journée et aventure en quad,,29.24,34,6 heures,Français|Anglais,,,solo,,
53886,1138,"Excursion dans la vieille citadelle, le Caire copte et islamique, la mosquée d'Albâtre",,37.84,44,6 heures à 8 heures,Français|Anglais,,,general,,
47275,1138,Pyramides de Gizeh : excursion de 2 heures en quad,,41.28,48,2 heures,Anglais,,,general,,
69636,1138,Croisière sur le Nil Pharaon sur le Nil,,41.28,48,3 heures,Anglais|Audio,,,couple,,
69635,1138,"Excursion d'une journée complète aux pyramides de Gizeh, Memphis, Sakkara et Dahshur avec guide privé",,57.62,67,8 heures,Anglais|Audio,,,solo,,
72760,1138,"Visite des monuments de Saqqara, y compris la pyramide à degrés et les tombes",,57.62,67,5 heures à 10 heures,Français|Anglais,,,general,,
27026,1138,Pyramides de Gizeh : excursion privée d'une journée avec déjeuner,,70.52,82,8 heures à 10 heures,Anglais|Audio,,,solo,,
58248,1138,Visite du village pharaonique,,76.54,89,4 heures,Français|Anglais,,,general,,
47276,1138,Pyramides de Gizeh : excursion privée et aventure en quad,,79.12,92,6 heures,Français|Anglais,,,solo,,
55221,1138,"Le Caire : visite privée des Pyramides, Sphinx, Memphis et Saqqarah",,166.84,194,6 heures,,,,solo,,
54738,1138,Balade à dos de chameau et quad autour des pyramides de Gizeh,,0,0,4 heures,Anglais,,,general,,
72960,1138,Pyramides de Gizeh et Grand Sphinx : visite guidée privée,,0,0,04:00,,,,solo,,
73982,1138,"Excursion privée d'une journée à Saqqara Pyramids, Memphis, Dahshur Pyramids",,2.58,3,6 heures à 7 heures,,,,solo,,
73978,1138,"Pyramides privées de luxe de Gizeh, sphinx, chameau, à l'intérieur pyramides et frais",,4.30,5,4 heures,,,,solo,,
54737,1138,"Pyramides de Gizeh, balade à dos de chameau, excursion privée en quad",,7.74,9,4 heures,Anglais,,,solo,,
73976,1138,"Visite privée VIP des pyramides de Gizeh Sphinx, chameau, à l'intérieur de la pyramide",,8.60,10,6 heures,,,,solo,,
73132,1138,"Pyramides de Gizeh, Sphinx, déjeuner, chameau, pyramide d'intérieur",,8.60,10,4 heures à 5 heures,,,,general,,
58249,1138,Visite privée de la ville du Caire avec visite gastronomique,,10.32,12,4 heures,Anglais,,,solo,,
58242,1138,Meilleures visites du Caire Visite du musée égyptien,,12.90,15,4 heures,Anglais|Audio,,,general,,
27052,1138,Pyramides de Gizeh et Caire : excursion d'une journée,,12.90,15,8 heures à 10 heures,Anglais|Audio,,,general,,
28057,1138,"Pyramides de Dahchour, Saqqarah et Memphis : tour depuis le Caire",,12.90,15,5 heures,Anglais|Audio,,,general,,
26224,1138,"Musée égyptien, mosquée Mohamed Ali et souk : tour d'une journée",,12.90,15,8 heures à 10 heures,Anglais|Audio,,,general,,
69637,1138,Visite copte du Caire: église rupestre de Saint-Simon et églises du vieux Caire,,12.90,15,4 heures,Anglais,,,general,,
62163,1138,Visite privée de la citadelle du musée égyptien et du Caire copte,,12.90,15,8 heures,Anglais,,,solo,,
69640,1138,Excursion d'une journée au Caire islamique et chrétien,,12.90,15,6 heures,Anglais|Audio,,,general,,
73977,1138,Excursion d'une journée aux pyramides de Gizeh dans la ville de Memphis et la pyramide de Sakkara,,12.90,15,8 heures,,,,general,,
53942,1138,"Visite du musée égyptien, vieux Caire et bazar de Khan El Khalili",,12.90,15,8 heures,Anglais|Audio,,,general,,
73680,1138,Excursions privée d'une demi-journée au Caire vers les Pyramides de Gizeh et le Sphinx,,12.90,15,4 heures,,,,solo,,
73644,1138,Visite privée des pyramides et du sphinx de Gizeh,,12.90,15,3 heures à 4 heures,,,,solo,,
30522,1138,Le Caire : visite du quartier islamique et chrétien de la ville,,12.90,15,6 heures,Anglais|Audio,,,general,,
53879,1138,"Visite privée : Gizeh, Sphinx, musée égyptien avec déjeuner",,13.76,16,8 heures,Anglais,,,solo,,
72694,1138,Musée égyptien du Caire : Billet coupe-file,,14.62,18,03:00,,,,general,,
73676,1138,"Visite guidée du Caire d'une demi-journée des pyramides de Gizeh, Sphinx",,15.48,18,4 heures,,,,general,,
73972,1138,Visite nocturne Le Caire rue Al Muizz et Khan el-Khalili,,16.34,19,4 heures,,,,general,,
73973,1138,"Pyramides privées de Gizeh, Sphinx, Memphis et Sakkara",,17.20,20,9 heures,,,,solo,,
58246,1138,Visite shopping au Caire et visite d'une usine de parfums,,17.20,20,2 heures à 3 heures,Français|Anglais,,,general,,
30553,1138,Caire et pyramides de Gizeh : visite privée et journée d'escale,,17.20,20,8 heures à 10 heures,Anglais|Audio,,,solo,,
27038,1138,Pyramides de Gizeh et Sphinx : tour privé à dos de chameau,,17.20,20,4 heures à 5 heures,Anglais|Audio,,,solo,,
58220,1138,Hurghada : aventure en parachute ascensionnel,,18.92,22,15 minutes,Anglais,,,general,,
73975,1138,"Pyramides de Gizeh, Sakkara et Memphis",,19.78,23,8 heures,,,,general,,
73697,1138,"Chevauchée privée VIP de chameau de sphinx de pyramides de Gizeh à l'intérieur de pyramide, déjeuner",,20.64,24,4 heures à 6 heures,,,,solo,,
73974,1138,"Visite privée des pyramides de Gizeh, Saqqara et Memphis avec balade à dos de chameau",,22.36,26,8 heures à 10 heures,,,,solo,,
53862,1138,"Memphis, Saqqarah et Gizeh : excursion privée d'une journée",,24.94,29,24 heures,Français|Anglais,,,solo,,
56996,1138,Petit déjeuner authentique avec les habitants et visite des pyramides,,29.24,34,5 heures,Anglais,,,general,,
53937,1138,Visites du Caire dans les souks locaux et les vieux marchés,,29.24,34,3 heures à 6 heures,Anglais,,,general,,
53875,1138,Excursion au Caire au départ de l'aéroport du Caire,,29.24,34,6 heures à 7 heures,Anglais,,,general,,
58241,1138,Visite privée de l'opéra et visite des anciens arts célèbres,,32.68,38,4 heures à 6 heures,Anglais,,,solo,,
58221,1138,Aventure de randonnée au cœur du Caire,,33.54,39,6 heures,Anglais,,,general,,
30985,1138,Nécropole du Caire et mosquée Ibn Touloun : excursion privée,,33.54,39,4 heures,Anglais,,,solo,,
58212,1138,Excursion d'une journée au Caire islamique,,33.54,39,4 heures,Anglais|Audio,,,general,,
58247,1138,Visite shopping au Khan El Khalili et du bazar,,34.40,40,4 heures,Français|Anglais,,,general,,
73951,1138,"Pyramides de Gizeh, Sphinx, Saqqara et Memphis Journée complète au Caire",,36.12,42,8 heures,,,,general,,
73971,1138,Visite Le Caire demi-journée rue El Moez parc Al Azhar et Khan el-Khalili,,36.98,43,5 heures à 6 heures,,,,general,,
73135,1138,Excursion privée d'une journée au Caire : Islam et Copte,,36.98,43,24 heures,,,,solo,,
53888,1138,Visite privée d'une demi-journée au Caire islamique,,37.84,44,5 heures,Anglais|Audio,,,solo,,
53855,1138,"Pyramides, musée égyptien et l'église suspendue : visite guidée",,37.84,44,9 heures,Français|Anglais,,,general,,
24700,1138,Musée copte du Caire et souk Khan el Khalili : excursion d'une journée,,39.56,46,7 heures,Anglais,,,general,,
71499,1138,"Le Caire ,Escale, Prise en charge depuis l'aéroport du Caire pour visiter les pyramides et le sphinx de Gizeh",,39.56,46,4 heures à 6 heures,Français|Anglais,,,general,,
54078,1138,Visite privée guidée d'une demi-journée du musée égyptien,,41.28,48,5 heures,Français|Anglais,,,solo,,
53869,1138,Promenade à dos de chameau dans les pyramides du Caire,,42.14,49,5 heures,Français|Anglais,,,general,,
30876,1138,Dahchour : visite guidée privée d’une demi-journée au départ du Caire,,45.58,53,4 heures,Anglais,,,solo,,
53861,1138,"Excursion d'une journée dans les pyramides, Memphis et Sakkara",,45.58,53,8 heures,Français|Anglais,,,general,,
53870,1138,"Musée égyptien, mosquée en albâtre et Caire copte : Visite guidée",,45.58,53,8 heures,Français|Anglais,,,general,,
69626,1138,Expérience privée pour une visite gastronomique en classe à la manière égyptienne originale,,45.58,53,4 heures,Anglais|Audio,,,solo,,
73134,1138,Visite privée du Caire islamique et copte,,49.02,57,7 heures à 8 heures,,,,solo,,
