id,destination_id,titre,description,prix,prix_public,duree,langues,inclusions,categorie,profil_cible,horaires,conditions_annulation
54343,3114,Visite d'une demi-journée à Athènes avec le musée de l'Acropole,,124.70,145,5 heures,Français|Anglais,,,general,,
48712,3114,Acropole et Parthénon : billet d'entrée avec Guide numérique,,60,60,,,,,general,,
40384,3114,"Poros, Hydra et Aegina : croisière au départ d'Athènes",,123.84,144,10 heures,,,,couple,,
52640,3114,Musée archéologique national  : Billet d'entrée coupe-file,,34.40,40,2 heures,Audio|Français|Anglais,,,general,,
52794,3114,Pass hop-on Hop-off  48 heures  : tour Athènes,,22.36,26,Bon à savoir,Audio|Français|Anglais,,,general,,
69946,3114,Le Meilleur d'Athènes & de l' Acropole: une Visite Mythologique,,42.14,49,4 heures,Français|Anglais,,,general,,
49289,3114,"Athènes : visite privée de l'Acropole, nouveau musée de l'Acropole",,205.54,239,3 heures à 5 heures,Anglais,,,solo,,
53145,3114,Demi-journée à Athènes Tour privé sur mesure,,326.80,380,4 heures 30 minutes,Français|Anglais,,,solo,,
45449,3114,Les incontournables d'Athènes : visite en bus Hop-on Hop-off,,14.62,21,,Audio|Français|Anglais,,,general,,
40333,3114,Delphes : visite guidée au départ d'Athènes avec repas,,110.08,128,10 heures,,,,general,,
73125,3114,Visite guidée d’une journée à Météores en bus,,85.14,103,15 heures,,,,general,,
72610,3114,Athènes : Billet d'entrée à l'Acropole + 5 Sites archéologiques,,0,0,,,,,general,,
52796,3114,"Pass hop-on Hop-off 24 heures : Athènes, le Pirée et la Plage-Riviera",,32.68,38,Conditions d'annulation,Audio|Français|Anglais,,,general,,
71385,3114,Athènes : tour en bus à arrêts multiples et visite du Cap Sounion au coucher du soleil,,30.96,42,,Anglais|Audio,,,general,,
49760,3114,Athènes : tour pédestre privé dans la ville,,147.06,171,4 heures,Français|Anglais,,,solo,,
74072,3114,Musée de l'Acropole : billet coupe-file avec audioguide,,26.66,33,,,,,general,,
69939,3114,Billet coupe-file : balade l'après-midi à l'Acropole d'Athènes,,31.82,37,2 heures,Français|Anglais,,,general,,
56995,3114,Athènes pour les gourmets: plus qu'une visite gastronomique grecque,,83.42,97,4 heures,Anglais,,,general,,
73129,3114,Excursion au coucher du soleil : Cap Sounion et Temple de Poséidon,,27.52,34,4 heures,,,,general,,
55688,3114,Palais de Knossos : billet d'entrée + Guide numérique du patrimoine hellénique,,27.52,40,,,,,general,,
73112,3114,Tour de l'Acropole et Plaka : visite à pied,,36.98,45,3 heures 30 minutes,,,,general,,
72636,3114,Athènes : Billet d'entrée à l'Acropole + 1 Site archéologique,,69.66,85,,,,,general,,
73163,3114,Athènes : le meilleur de la cuisine grecque en une soirée,,80.84,98,3 heures,,,,general,,
73165,3114,Excursion d'une journée à Épidaure et Mycènes au départ d’Athènes,,90.30,110,10 heures,,,,general,,
73151,3114,"Poros, Hydra et Aegina : croisière d'une journée",,112.66,137,13 heures,,,,couple,,
56103,3114,"Croisière sur le golfe Saronique : Agistri, Moni et Égine",,128.14,149,10 heures,Anglais|Écrit,,,couple,,
57006,3114,Croisière privée en catamaran de luxe à avec repas grec et barbecue,,606.30,705,5 heures,Anglais,,,couple,,
54877,3114,Acropole : visite guidée en français,,67.94,79,2 heures,Français,,,general,,
73130,3114,Excursion à Cap Sounion et au temple de Poséidon,,27.52,34,4 heures,,,,general,,
73114,3114,Visite guidée de l'Acropole et du Parthénon avec accès prioritaire,,30.96,38,2 heures,,,,general,,
73167,3114,Acropole d'Athènes : visite guidée l'après-midi,,30.96,38,2 heures,,,,general,,
49757,3114,Athènes : excursion en vélo électrique,,42.14,49,3 heures à 4 heures,Anglais,,,general,,
73126,3114,Visite guidée de l'acropole et musée (Optionnel) avec billet coupe-file,,43.86,54,4 heures,,,,general,,
73169,3114,Visite de Corinthe antique et Nafplion depuis Athènes,,48.16,59,10 heures,,,,general,,
74299,3114,Athènes : billet combiné pour la colline de l'Acropole et le musée de l'Acropole,,66.22,77,2 heures,,,,general,,
73160,3114,Athènes : visite culinaire authentique,,67.94,83,4 heures,,,,general,,
73178,3114,Visite touristique d'Athènes et de l'Acropole - Demi-journée,,68.80,84,3 heures et demie,,,,general,,
56997,3114,"Découvrez la plongée sous-marine, l'expérience des débutants",,79.12,92,4 heures,Français|Anglais,,,general,,
72575,3114,City Pass Athènes tout compris: Les meilleures attractions et Acropole,,83.42,97,48 heures à 120 heures,,,,general,,
73128,3114,Excursion d'une journée à Delphes au départ d'Athènes,,90.30,110,10 heures,,,,general,,
73148,3114,Athènes : tour de la ville et musée d'Acropolis,,94.60,115,5 heures,,,,general,,
73185,3114,"Croisière baignade à Aegina, Agistri et Metopi avec déjeuner",,98.90,120,9 heures,,,,couple,,
56981,3114,Excursion photo à Athènes,,126.42,147,2 heures à 3 heures,Anglais,,,general,,
73200,3114,"Croisière semi-privée d'une journée vers Agistri, Moni et Aegina avec baignade",,123.84,150,10 heures,,,,couple,,
57005,3114,Sortie reposantes en voilier au coucher du soleil sur la Riviera,,130.72,152,4 heures à 5 heures,Anglais,,,general,,
57004,3114,Naviguez sur la côte athénienne sur un catamaran,,133.30,155,5 heures,,,,general,,
73188,3114,Excursion de 2 jours à Meteora en petit groupe depuis Athènes,,145.34,176,2 jours,,,,groupe,,
73154,3114,"Visite guidée à Athènes : acropole, musée de l'acropole et temple de Poséidon avec déjeuner",,150.50,182,10 heures,,,,general,,
56978,3114,Excursion d'une journée à Athènes avec déjeuner,,163.40,190,10 heures,Anglais,,,general,,
73849,3114,"Mycènes, Épidaure et Nauplie : visite privée d'une journée complète au départ d'Athènes",,177.16,206,8 heures à 9 heures,,,,solo,,
72059,3114,Visite à pied d'Athènes et sa Gastronomie en Privé,,215.86,251,5 heures,,,,solo,,
56986,3114,Excursion privée sur l'île de Spetses,,266.60,310,12 heures,Anglais|Écrit,,,solo,,
56979,3114,Excursion privée sur l'île d'Hydra,,266.60,310,12 heures,Anglais|Écrit,,,solo,,
66327,3114,Visite privée de Delphes et thermopyles au départ d'Athènes,,279.50,325,10 heures,Anglais,,,solo,,
12695,3471,"Bali : excursion au volcan de Kintamani, Ubud et danse de Barong",,68.80,80,8 heures,Anglais,,,general,,
63646,3471,Excursion privée d'une journée complète personnalisable à Bali,,32.68,38,10 heures,Anglais,,,solo,,
62342,3471,Excursion d'une journée à Nusa Penida,,59.34,69,8 heures,Anglais,,,general,,
72736,3471,Parc Waterbom Bali : Ticket d'entrée,,0,0,,,,,general,,
62839,3471,Un jour à Nusa Penida Island West avec plongée en apnée,,0,0,9 heures,Anglais,,,general,,
62826,3471,Aventure en rafting en eaux vives à Bali,,0,0,3 heures à 10 heures,Anglais,,,general,,
62841,3471,Meilleur rafting en eaux vives avec déjeuner et transfert privé à Bali,,18.06,21,3 heures à 5 heures,Français|Anglais,,,solo,,
62843,3471,Excursion en jeep au lever du soleil sur le mont Batur,,18.92,22,8 heures,Anglais|Audio|Écrit,,,general,,
63644,3471,Volcan du mont Batur :randonnée au lever du soleil avec petit déjeuner,,19.78,23,7 heures à 8 heures,Anglais|Audio|Écrit,,,general,,
62341,3471,Aventure extrême à Bali,,26.66,31,6 heures,Anglais,,,general,,
62837,3471,Massage spa de luxe à Bali et bain de fleurs : expérience exclusive,,31.82,37,2 heures,Anglais,,,general,,
62339,3471,Quad et aventure naturelle à Bali,,31.82,37,1 heure 30 minutes,Anglais,,,general,,
62799,3471,Cours de fabrication de bijoux en argent à Ubud,,31.82,37,3 heures,Anglais,,,general,,
63632,3471,Balade à Bali : meilleures aventures en quad,,32.68,38,6 heures,Anglais|Audio|Écrit,,,general,,
63052,3471,Spectacle de Kecak et de danse du feu au temple d'Uluwatu tout compris,,36.12,42,4 heures à 5 heures,Anglais,,,general,,
62840,3471,Équitation privée à Bali sur la plage de Seminyak,,41.28,48,1 heure,Anglais,,,solo,,
63050,3471,"Excursion privée : plages, temple Uluwatu, spectacle de danse Kecak",,47.30,55,8 heures à 10 heures,Anglais,,,solo,,
62338,3471,Aventure quad et rafting Ayung,,54.18,63,8 heures à 9 heures,Anglais,,,general,,
70493,3471,"Visite privée étonnante: temple de Lempuyang, Tirta gangga, cascade de Tukad Cepung",,54.18,63,6 heures à 10 heures,Anglais,,,solo,,
70285,3471,Aventure en parachute ascensionnel à Bali avec transfert à l'hôtel inclus,,62.78,73,4 heures,Anglais,,,general,,
62806,3471,Visite d'une journée d'un village traditionnel de Bali avec déjeuner,,63.64,74,10 heures,Anglais,,,general,,
63649,3471,Rafting sur la rivière Telaga Waja et de balade en VTT à Bali,,82.56,96,10 heures,Anglais|Audio|Écrit,,,general,,
62797,3471,"Porte du Paradis, palais sur l’eau et Taman Ujung : visite privée",,84.28,98,10 heures,Anglais,,,solo,,
62336,3471,Visite privée : Ubud et cascade,,100,100,8 heures à 10 heures,Anglais,,,solo,,
62822,3471,Bali Hai : dîner-croisière  au coucher du soleil,,93.74,109,3 heures,Anglais,,,couple,,
12903,3471,Bali : dîner-croisère au coucher du soleil,,93.74,109,3 heures,Anglais,,,general,,
63634,3471,Plongée en apnée à Nusa Penida au départ de l'île de Bali,,100.62,117,6 heures,Anglais,,,general,,
14650,3471,Forêt tropicale de Bali en 4X4 : visite en petit groupe,,107.50,125,8 heures,Anglais,,,groupe,,
62801,3471,Bali Water Sports et Uluwatu Tour Packages,,110.08,128,11 heures à 12 heures,Anglais|Audio|Écrit,,,general,,
62836,3471,Visite de Nusa Penida avec snorkeling au départ de Bali,,111.80,130,11 heures à 12 heures,Anglais|Audio|Écrit,,,general,,
54628,1219,Sagrada Família : billet d'entrée avec audioguide,,36.98,52,,Audio|Français|Anglais,,,general,,
43396,1219,Parc Güell : billet d'entrée avec audioguide,,24.08,34,,,,,general,,
39518,1219,Hola Barcelona : Carte de transport 48 heures,,18.06,21,Comment récupérer les tickets ?,Audio|Anglais,,,general,,
48657,1219,Sagrada Familia : Billet avec entrée rapide et accès à la tour de la Passion,,50.74,69,,Audio|Français|Anglais,,,general,,
74573,1219,Barcelone : billet Barça Immersive Tour (musée du FC Barcelone),,24.08,30,1 heure,,,,general,,
72438,1219,Casa Milà - La Pedrera : Billet d'entrée + Audioguide,,24.94,31,,,,,general,,
74575,1219,Barcelone : visite guidée coupe-file du parc Güell,,24.08,30,1h30,,,,general,,
74581,1219,Barcelone : circuit en bus à arrêts multiples,,30.10,37,24 hours,,,,general,,
74621,1219,Barcelone : billet d'entrée à la Casa Batlló avec audioguide,,30.10,37,2.15 hours,,,,general,,
74579,1219,Barcelone : spectacle de flamenco au Tablao Cordobés avec boisson ou dîner,,46.44,57,1 heure,,,,general,,
72329,1219,Parc PortAventura : billet coupe coupe-file,,53.32,72,- Veuillez noter que toute sortie est définitive.,,,,general,,
74559,1219,Sagrada Família : visite guidée coupe-file,,64.50,78,1h30,,,,general,,
74582,1219,Barcelone : visite guidée coupe-file de la Sagrada Família avec accès à une tour,,66.22,81,1h30,,,,general,,
74570,1219,Barcelone : visite guidée coupe-file de la Sagrada Família et du parc Güell avec transfert entre les sites,,92.88,113,4 hours,,,,general,,
39479,1219,Barcelona Card : Pass 72 heures,,53.32,62,,,,,general,,
39533,1219,Montjuïc : billet pour le téléphérique,,17.20,20,,,,,general,,
42977,1219,Flamenco : spectacle avec visite à pied avec tapas,,250,250,3 heures 30 minutes,Français|Anglais,,,general,,
73021,1219,Sagrada Família : visite guidée en français avec entrée coupe-file,,55.90,68,01:30,Français,,,general,,
72243,1219,Parc Güell et Maison-Musée Gaudi : billet d'entrée avec audioguide,,30.96,43,,,,,general,,
55600,1219,Barcelona Card : Pass 96 heures,,61.92,72,"72, 96 ou 120 heures",Audio|Anglais,,,general,,
71844,1219,Visite privée de la Sagrada Familia avec billet coupe-file,,137.60,160,2 heures,Français|Anglais,,,solo,,
55024,1219,Barcelone : visite guidée et billet coupe-file pour le musée Picasso,,36.98,52,,Français|Anglais,,,general,,
73904,1219,Sagrada Familia : Billet avec entrée rapide et accès à la tour de la Nativité,,50.74,62,,,,,general,,
55293,1219,Musée du FC Barcelone : expérience virtuelle,,0,0,,Audio|Français|Anglais,,,general,,
72255,1219,Palais Güell : billet d’entrée,,14.62,17,90 minutes,Audio|Anglais,,,general,,
74134,1219,Zoo de Barcelone : billet d'entrée,,20.64,24,90 minutes,,,,general,,
72439,1219,Palau de la Música Catalana : Billet coupe-file,,20.64,25,,,,,general,,
74132,1219,Tibidabo zone panoramique : entrée + Cuca de Llum + TibiBus,,22.36,28,,,,,general,,
74131,1219,Casa Vicens : Billet coupe-file,,24.94,31,,,,,general,,
74129,1219,Aquarium de Barcelone : Billet d'entrée,,30.96,38,,,,,general,,
74133,1219,Museum Pass Barcelone - Articket : Accès coupe-file,,36.98,45,,,,,general,,
74565,1219,Barcelone : PortAventura avec transport aller-retour,,61.92,75,11 heures,,,,general,,
50275,1219,Barcelone : cours de cuisine de paella + visite du marché de La Boqueria,,123.84,166,,Anglais,,,general,,
39520,1219,Las Golondrinas Barcelone : croisière sur l'ancien bateau à moteur,,0,0,1 heure,,,,couple,,
72979,1219,Sagrada Familia : Visite guidée,,68.80,84,01:30,Anglais,,,general,,
74090,1219,Musée du FC Barcelone : Billet d'entrée,,34.40,42,,,,,general,,
55607,1219,Hola Barcelona : Carte de transport 120 heures,,42.14,49,72 heures à compter de la première validation,,,,general,,
51767,1219,Barcelone : visite à pied et billet d'entrée accélérée pour le musée Picasso,,38.70,54,,Anglais,,,general,,
73947,1219,Casa Batlló : billet d'entrée anticipée,,46.44,57,,,,,general,,
72383,1219,Sagrada Familia : visite guidée au coucher du soleil,,0,0,01:30,Anglais,,,general,,
72076,1219,Barcelone : visite du Monastère de Montserrat,,0,0,6h,Anglais,,,general,,
71394,1219,"Visite de Barcelone : téléphérique, balade en méditerranée et les incontournables de Gaudí",,0,0,4h30,Anglais,,,general,,
72446,1219,Pass Barcelona Essentials avec accès aux transports en commun,,0,0,,,,,general,,
70349,1219,Détendez-vous en naviguant en Méditerranée avec des boissons,,0,0,1-2 heures,,,,general,,
58278,1219,Vol panoramique en hélicoptère de Barcelone 11 minutes,,0,0,11 heures,,,,general,,
73686,1219,Pass Explorer Barcelone Go City,,0,0,,,,,general,,
42141,1219,Montserrat : visite guidée de l'Abbaye avec randonnée,,0,0,6 heures,Français|Anglais,,,general,,
53184,1219,Croisière sur un bateau au coucher de soleil,,0,0,1 heure 30 minutes,,,,couple,,
53254,1219,Visite de monastère de Montserrat avec une balade à cheval,,0,0,5 heures 30 minutes,Anglais,,,general,,
53187,1219,Visite guidée du Monastère avec vol en montgolfière depuis Barcelone,,0,0,8 heures,Anglais,,,general,,
53256,1219,"Montserrat : excursion, tour en téléphérique et déjeuner à la ferme",,0,0,7 heures 30 minutes,Anglais,,,general,,
74104,1219,Mirador de Christophe Colomb,,10.32,13,,,,,general,,
39507,1219,Musée égyptien de Barcelone : billet d'entrée,,12.90,15,,,,,general,,
39534,1219,Barcelone : visite du Pueblo Español,,12.90,15,,,,,general,,
74658,1219,Barcelone : croisière chill out en catamaran,,13.76,17,1 heure,,,,couple,,
72584,1219,Poble Espanyol: Billet coupe-file,,14.62,18,,,,,general,,
74625,1219,Barcelone : croisière en voilier traditionnel avec tapa locale,,15.48,19,1h15,,,,couple,,
74617,1219,Barcelone : billet d'entrée au White Rabbit Museum,,15.48,19,1 heure,,,,general,,
74696,1219,Barcelone : billet d'entrée au Mirador Torre Glòries avec audioguide,,15.48,19,50 minutes,,,,general,,
74659,1219,Barcelone : billet d’entrée au Moco Museum,,17.20,21,1 hour,,,,general,,
74695,1219,Barcelone : billet d'entrée au musée de cire de Barcelone,,18.06,22,1h30,,,,general,,
74587,1219,Barcelone : visite à pied en petit groupe du quartier gothique et de l'architecture moderniste,,18.06,22,2h45,,,,groupe,,
67086,1219,Casa Amatller - Audioguidé,,19.78,23,2h,Audio|Français|Anglais,,,general,,
74690,1219,Barcelone : visite guidée de la cathédrale de Barcelone,,18.92,23,1 heure,,,,general,,
74599,1219,Barcelone : visite nocturne panoramique en bus,,18.92,23,1h30,,,,general,,
47623,1219,Palau de la Música Catalana Barcelone : visite avec billet coupe file,,20.64,24,1 heure,Français|Anglais,,,general,,
70599,1219,Spectacle de flamenco au THÉÂTRE de l'Hôtel de Ville de Barcelone,,21.50,25,1 heure,,,,general,,
72245,1219,Téléphérique de Montjuïc : billet aller-retour,,18.06,25,,,,,general,,
74670,1219,Barcelone : navette aller-retour pour La Roca Village,,21.50,26,12 heures,,,,general,,
74606,1219,Barcelone : croisière au coucher du soleil avec musique live à bord d'une goélette turque,,22.36,28,1h30,,,,couple,,
66653,1219,Billets coupe-file pour le château de Montjuic,,24.08,28,1 heure à 2 heures,,,,general,,
55711,1219,Visite matinale à pied du quartier gothique de Barcelone,,24.94,29,2 heures,Anglais,,,general,,
74410,1219,Montesserat : expérience à Montesserat,,24.08,30,,,,,general,,
72766,1219,Billet coupe-file pour La Pedrera avec audioguide,,24.08,30,,,,,general,,
55605,1219,Hola Barcelona : Carte de transport 72 heures,,26.66,31,72 heures à compter de la première validation,,,,general,,
74620,1219,El Duende: Flamenco Show at Tablao El Cordobes,,25.80,32,50 minutes,,,,general,,
74614,1219,Barcelone : visite guidée du musée Picasso avec billet optionnel pour le Moco Museum,,30.96,38,1h30,,,,general,,
74583,1219,Barcelone : circuit en bus à arrêts multiples et Barça Immersive Tour,,31.82,39,3 heures,,,,general,,
47697,1219,Barcelone : visite sur la viticulture et dégustation de vins,,34.40,40,3 heures,Français|Anglais,,,general,,
55606,1219,Hola Barcelona : Carte de transport 96 heures,,34.40,40,72 heures à compter de la première validation,,,,general,,
55602,1219,Barcelona Card Express : Pass 48 heures,,35.26,41,48 heures,,,,general,,
74611,1219,Barcelone : visite panoramique des incontournables avec téléphérique de Montjuïc,,33.54,41,4.5 hours,,,,general,,
74612,1219,Barcelone : billet d'entrée au parc aquatique Illa Fantasia,,34.40,42,8 hours,,,,general,,
74661,1219,Cambrils : croisière en catamaran au coucher du soleil avec boissons,,36.12,44,2 heures,,,,couple,,
72583,1219,Barcelone : Montjuic eBike Tour,,38.70,47,02:30,,,,general,,
74607,1219,Barcelone : croisière exclusive en catamaran avec tapa et boisson incluses,,40.42,49,2 heures,,,,couple,,
74603,1219,Barcelone : visite guidée coupe-file de la Casa Milà (La Pedrera),,41.28,50,1h15,,,,general,,
74598,1219,Cambrils : croisière en catamaran avec open bar et barbecue en option,,41.28,50,3 heures,,,,couple,,
72244,1219,Parc d'attractions Tibidabo : billet d'entrée,,41.28,50,,,,,general,,
74623,1219,Barcelone : excursion libre d'une journée à Gérone avec transport et entrées incluses,,42.14,51,10 heures,,,,general,,
74604,1219,Barcelone : circuit en bus à arrêts multiples et croisière écologique en catamaran,,42.14,51,3 heures,,,,couple,,
72267,1219,Barcelone : carte de transport,,41.28,58,,,,,general,,
74602,1219,Barcelone : visite guidée de la Casa Batlló avec entrée optionnelle au White Rabbit Museum,,48.16,59,1.15 hours,,,,general,,
74615,1219,Barcelone : excursion d'une journée sur la Costa Brava,,49.02,60,9 heures,,,,general,,
74586,1219,Barcelone : circuit en bus à arrêts multiples et billet pour le Moco Museum,,49.88,61,24 ou 48,,,,general,,
74609,1219,Barcelone : excursion à Montserrat l'après-midi avec train à crémaillère,,50.74,62,5h30,,,,general,,
74610,1219,Barcelone : Montserrat en matinée avec train à crémaillère et accès prioritaire à la Vierge noire,,53.32,65,5h30,,,,general,,
74624,1219,Barcelone : excursion d'une journée au parc aquatique PortAventura Caribe Aquatic Park avec transport,,54.18,66,11 heures,,,,general,,
73020,1219,PortAventura World & Ferrari Land : Billet d'entrée,,56.76,69,,,,,general,,
74622,1219,Barcelone : excursion à Gérone et Figueres avec musée Dalí,,59.34,72,10 heures,,,,general,,
74588,1219,Barcelone : circuit en bus à arrêts multiples et Aquarium de Barcelone,,59.34,72,24 hours,,,,general,,
63227,1219,"Excursion à Gérone, Figueres et Cadaqués depuis Barcelone",,64.50,75,11 heures,Anglais,,,general,,
55597,1219,Barcelona Card : Pass 120 heures,,71.38,83,"72, 96 ou 120 heures",,,,general,,
74626,1219,Barcelone : Montserrat en petit groupe avec train à crémaillère,,67.94,83,5h30,,,,groupe,,
74601,1219,Barcelone : croisière en catamaran avec paëlla à la Barceloneta,,71.38,87,3h30,,,,couple,,
74605,1219,"Barcelone : visite gastronomique en petit groupe avec tapas, vins et cava dans le centre historique",,84.28,102,3 heures,,,,groupe,,
74585,1219,Barcelone : visite guidée coupe-file de la Sagrada Família et du parc Güell,,86.86,106,4h30,,,,general,,
74691,1219,Barcelone : PortAventura Park et Caribe Aquatic Park avec transport aller-retour,,90.30,110,11 heures,,,,general,,
74627,1219,Barcelone : visite privée du quartier juif et de l'ancienne synagogue,,92.02,112,1h30,,,,solo,,
70350,1219,Le meilleur de Barcelone : monuments emblématiques,,98.90,115,2h,,,,general,,
58257,1219,"Visite de Montserrat, Gérone et Costa Brava au départ de Bacelone",,98.90,115,11 heures,Anglais,,,general,,
63271,1219,Excursion à Gérone et Costa Brava au départ de Barcelone,,107.50,125,10 heures 30 minutes,Anglais,,,general,,
74608,1219,Barcelone : expérience gastronomique et dégustation de vins au domaine Familia Torres depuis Barcelone,,107.50,130,5 heures,,,,general,,
50924,1219,"Barcelone : tour 360° en vélo électrique, téléphérique et croisière",,116.96,136,3 heures 30 minutes,Français|Anglais,,,couple,,
53267,1219,"Vin, cava, tapas et 4x4 dans les vignobles au départ de Barcelone",,116.96,136,6 heures,Anglais,,,general,,
58279,1219,Vol en hélicoptère à Barcelone 7 minutes,,121.26,141,7 minutes,Anglais,,,general,,
53258,1219,Excursion en voilier aux vignobles avec dégustation de vins,,122.98,143,4 heures 30 minutes,Anglais,,,general,,
74685,1219,Barcelone : visite privée des secrets du quartier gothique,,118.68,144,3 heures,,,,solo,,
74619,1219,Barcelone : visite privée à pied sur les traces de Gaudí avec options Casa Batlló et La Pedrera,,128.14,155,3 heures,,,,solo,,
58042,1219,Visite privée de Barcelone : explorez Gaudí et les Goths,,134.16,156,3 heures,Anglais,,,solo,,
74409,1219,Visite privée de Montserrat au départ de Barcelone avec prise en charge,,145.34,169,5 heures,,,,solo,,
74689,1219,Barcelone : découverte de Barcelone entre mer et ciel en catamaran et hélicoptère,,141.04,171,2h30,,,,general,,
74600,1219,Barcelone : visite privée du Barça Immersive Tour,,157.38,191,1h30,,,,solo,,
74681,1219,Barcelone : visite privée panoramique de Montjuïc,,200.38,243,3 heures,,,,solo,,
44630,1219,Barcelone : excursion gastronomique d'une demi-journée,,250,250,4 heures,Anglais,,,general,,
74664,1219,Barcelone : visite privée des tapas espagnoles comme un local,,208.12,252,3 heures,,,,solo,,
53246,1219,Visite guidée en vélo électrique avec dégustation de vin et déjeuner,,223.60,260,7 heures,Français|Anglais,,,general,,
74671,1219,Barcelone : visite privée du quartier El Born et du musée Picasso,,255.42,309,2 hours,,,,solo,,
57931,1219,Visite d'une journée de Barcelone depuis Madrid,,308.74,359,13 heures,Anglais,,,general,,
74665,1219,Barcelone : visite privée panoramique des contrastes de Barcelone,,313.04,379,3 heures,,,,solo,,
58258,1219,Excursion d'une journée de Barcelone à Madrid,,452.36,526,13 heures,Anglais,,,general,,
70225,1219,Visite privée : visite de Camp Nou incluant un déjeuner au Real Club de Polo de Barcelone en option,,460.10,535,4 heures,Français|Anglais,,,solo,,
74672,1219,Barcelone : visite privée coupe-file de la Sagrada Família et du parc Güell,,916.76,1109,5h30,,,,solo,,
71373,1219,"Barcelone : visite d'une journée du musée Dalí, du village médiéval et de Gérone",,983.84,1144,10 heures 30 minutes,Anglais,,,general,,
74618,1219,Barcelone : vol panoramique privé en hélicoptère,,1046.62,1266,40 minutes,,,,solo,,
74584,1219,Barcelone : visite privée des incontournables avec Sagrada Família,,1496.40,1810,9 heures,,,,solo,,
40125,3416,Bains Széchenyi : billet d'entrée,,45.58,53,,,,,general,,
37971,3416,Pass Budapest,,45.58,53,- Entrée gratuite et unique à une sélection de musées.,,,,general,,
37959,3416,Budapest : dîner croisière sur le Danube sans transport,,79.98,93,2 heures,,,,couple,,
37958,3416,Budapest : tour de la ville et du Parlement pour les citoyens de l'EU,,56.76,66,4 heures,Anglais,,,general,,
37960,3416,Parlement de Budapest : visite guidée pour les citoyens hors l'EU,,91.16,106,1 heure,Anglais,,,general,,
37962,3416,Budapest : tour de la ville,,30.96,36,3 heures,Anglais,,,general,,
37002,3416,Budapest : tour en bus hop-on Hop-off 24 heures,,32.68,38,2/ Ligne verte :  Le premier bus part de l'arrêt 1 à 9h00.  Le dernier bus part de l'arrêt 1 à 17h00 Durée de la visite - 50 minutes  Les bus circulent toutes les 10 à 20 minutes,Audio|Français|Anglais,,,general,,
37963,3416,Budapest : visite du Danube Bend,,73.96,86,8 heures,Anglais,,,general,,
57235,3416,Visite privée des essentiels de Budapest,,122.12,142,3 heures,Français|Anglais,,,solo,,
72698,3416,Basilique Saint-Étienne : Billet d'entrée sans file d'attente,,13.76,17,,,,,general,,
22796,3416,Budapest : dégustation de vins hongrois,,60.20,70,2 heures,Anglais,,,general,,
74423,3416,Parlement hongrois : visite audioguidée à Budapest,,39.56,46,45 minutes,,,,general,,
72700,3416,Musée juif hongrois & complexe de la synagogue de la rue Dohány : entrée rapide,,43.86,54,02:30,,,,general,,
72273,3416,Budapest : visite et croisière sur le Danube,,48.16,56,4h,Anglais,,,couple,,
57222,3416,Visites gastronomiques secrètes à pied à Budapest,,97.18,113,3 heures,Anglais,,,general,,
37965,3416,Budapest : croisière Cocktail,,35.26,41,1 heure 30 minutes,,,,couple,,
37982,3416,Palais Baroque de Gödöllo : visite guidée du palais,,43.86,51,3 heures,Anglais,,,general,,
57208,3416,Visite privée de luxe à Budapest,,472.14,549,4 heures,Français|Anglais,,,solo,,
73049,3416,Budapest : visite privée à pied personnalisée avec un guide (visite privée),,44.72,52,2 heures à 8 heures,Français|Anglais,,,solo,,
37986,3416,Lac Balaton et croisière : excursion d'une journée au départ de Budapest,,77.40,90,9 heures 30 minutes,Anglais,,,couple,,
40134,3416,Patrimoine Juif : visite guidée de 4 heures,,90.30,105,4 heures,,,,general,,
72514,3416,Bains Széchenyi : accès et massage avec cabine privée,,0,0,"* Le fournisseur enverra un courriel de suivi avec les codes QR réels aux adresses électroniques fournies lors de la réservation, mais la réservation est confirmée automatiquement.",,,,solo,,
72511,3416,Thermes Lukács : billet d'entrée,,28.38,35,,,,,general,,
40132,3416,Patrimoine Juif : visite guidée à pied de 2 heures,,63.64,74,2 heures,,,,general,,
72697,3416,Basilique Saint-Étienne de Pest : Billet d'entrée + Concert de grand orgue,,63.64,77,,,,,general,,
57219,3416,Excursion dans les vignobles d'Etyek avec dîner au départ de Budapest,,85.14,99,5 heures,Anglais,,,general,,
71429,3416,Croisière sur le Danube à Budapest avec dégustation de vins,,109.22,127,2 heures,,,,couple,,
57238,3416,Visite guidée privée de Szentendre et du château de Visegrád,,142.76,166,4 heures,Anglais,,,solo,,
54434,3416,Budapest : Excursion privée d'une journée à Bratislava,,368.94,429,9 heures,Français|Anglais,,,solo,,
60920,3416,Excursion privée d'une journée sur le Danube à Budapest avec déjeuner,,107.50,125,9 heures 30 minutes,Français|Anglais,,,solo,,
37988,3416,Vienne : visite privée au départ de Budapest,,0,0,11 heures 30 minutes,Anglais,,,solo,,
57281,3416,Visite en Segway de 90 minutes du centre-ville de Budapest,,3.44,4,5 minutes à 1 heure 30 minutes,Anglais,,,general,,
71956,3416,Visite guidée de Pest,,13.76,16,2 heures,Anglais,,,general,,
70423,3416,Budapest : visite à pied de 2 heures,,13.76,16,2 heures,Anglais,,,general,,
57240,3416,Tour de Budapest à vélo,,38.70,45,2 heures 30 minutes à 4 heures,Anglais,,,general,,
57253,3416,Visite privée à pied de la grotte à Budapest,,45.58,53,3 heures,Anglais,,,solo,,
